"","Origin","Target","Distance"
"614","Islington","Kensington and Chelsea",19.8678482596392
"615","Islington","Kingston upon Thames",12.6167957780977
"616","Islington","Lambeth",10.5239457073035
"617","Islington","Lewisham",17.2995406148123
"618","Islington","Merton",24.1404067623878
"619","Islington","Newham",13.4279205064522
"620","Islington","Redbridge",28.7727119940929
"621","Islington","Richmond upon Thames",33.3250553108241
"622","Islington","Southwark",4.70951488744234
"623","Islington","Sutton",20.3029616526308
"624","Islington","Tower Hamlets",17.6684000069259
"625","Islington","Waltham Forest",23.6118510664301
"626","Islington","Wandsworth",28.2232411772355
"627","Islington","Westminster",12.6401232009775
"628","Kensington and Chelsea","Barking and Dagenham",16.8907445033979
"629","Kensington and Chelsea","Barne",10.2102917111572
"630","Kensington and Chelsea","Bexley",20.0626079930977
"631","Kensington and Chelsea","Brent",10.9839237170444
"632","Kensington and Chelsea","Bromley",22.6249746040387
"633","Kensington and Chelsea","Camden",3.27974183374291
"634","Kensington and Chelsea","City of London",3.98623387578023
"635","Kensington and Chelsea","Croydon",5.22795789122122
"636","Kensington and Chelsea","Ealing",21.547437385
"637","Kensington and Chelsea","Enfield",15.5866553223344
"638","Kensington and Chelsea","Greenwich",11.5138890936341
"639","Kensington and Chelsea","Hackney",14.1526891070512
"640","Kensington and Chelsea","Hammersmith and Fulham",3.28188520691712
"641","Kensington and Chelsea","Haringey",9.70694662985634
"642","Kensington and Chelsea","Harrow",4.66393207356621
"643","Kensington and Chelsea","Havering",16.9247185709367
"644","Kensington and Chelsea","Hillingdon",22.9888454963485
"645","Kensington and Chelsea","Hounslow",23.2770219561718
"646","Kensington and Chelsea","Islington",19.8678482596392
"647","Kensington and Chelsea","Kensington and Chelsea",0
"648","Kensington and Chelsea","Kingston upon Thames",7.74654733399522
"649","Kensington and Chelsea","Lambeth",21.6740505354911
"650","Kensington and Chelsea","Lewisham",10.5442970442071
"651","Kensington and Chelsea","Merton",12.7776307817316
"652","Kensington and Chelsea","Newham",16.5528092974202
"653","Kensington and Chelsea","Redbridge",10.5303115025462
"654","Kensington and Chelsea","Richmond upon Thames",13.5491713615828
"655","Kensington and Chelsea","Southwark",18.3114678442022
"656","Kensington and Chelsea","Sutton",8.63358721317868
"657","Kensington and Chelsea","Tower Hamlets",21.2555813292331
"658","Kensington and Chelsea","Waltham Forest",6.38532000372709
"659","Kensington and Chelsea","Wandsworth",8.45220792810214
"660","Kensington and Chelsea","Westminster",11.9606063743912
"661","Kingston upon Thames","Barking and Dagenham",23.0752325502849
"662","Kingston upon Thames","Barne",12.831360237835
"663","Kingston upon Thames","Bexley",23.6674959493159
"664","Kingston upon Thames","Brent",8.25902074280819
"665","Kingston upon Thames","Bromley",22.2221381195011
"666","Kingston upon Thames","Camden",5.57651822261539
"667","Kingston upon Thames","City of London",7.08010605513066
"668","Kingston upon Thames","Croydon",2.59061203817003
"669","Kingston upon Thames","Ealing",17.7963573511297
"670","Kingston upon Thames","Enfield",9.92084833008382
"671","Kingston upon Thames","Greenwich",18.1810813774525
"672","Kingston upon Thames","Hackney",17.4620427864984
"673","Kingston upon Thames","Hammersmith and Fulham",10.5950397156992
"674","Kingston upon Thames","Haringey",2.09990449736738
"675","Kingston upon Thames","Harrow",11.5297168255502
"676","Kingston upon Thames","Havering",14.9041049354091
"677","Kingston upon Thames","Hillingdon",29.446184973909
"678","Kingston upon Thames","Hounslow",18.1493823059589
"679","Kingston upon Thames","Islington",12.6167957780977
"680","Kingston upon Thames","Kensington and Chelsea",7.74654733399522
"681","Kingston upon Thames","Kingston upon Thames",0
"682","Kingston upon Thames","Lambeth",14.2197883160997
"683","Kingston upon Thames","Lewisham",7.35699663293484
"684","Kingston upon Thames","Merton",13.3155318267908
"685","Kingston upon Thames","Newham",10.1569350955986
"686","Kingston upon Thames","Redbridge",16.2007589169935
"687","Kingston upon Thames","Richmond upon Thames",20.8331427175911
"688","Kingston upon Thames","Southwark",10.5814116623696
"689","Kingston upon Thames","Sutton",8.7370105362644
"690","Kingston upon Thames","Tower Hamlets",15.5082433303838
"691","Kingston upon Thames","Waltham Forest",11.055666109737
"692","Kingston upon Thames","Wandsworth",16.177585654971
"693","Kingston upon Thames","Westminster",5.49228918443291
"694","Lambeth","Barking and Dagenham",33.9603481306355
"695","Lambeth","Barne",25.9313571226556
"696","Lambeth","Bexley",30.9370809160245
"697","Lambeth","Brent",19.0298729106975
"698","Lambeth","Bromley",23.6265918660346
"699","Lambeth","Camden",19.7939328522653
"700","Lambeth","City of London",19.5133035057142
"701","Lambeth","Croydon",16.5010157471692
"702","Lambeth","Ealing",14.3715312992313
"703","Lambeth","Enfield",15.2807549093382
"704","Lambeth","Greenwich",32.3806999591617
"705","Lambeth","Hackney",25.6844233986899
"706","Lambeth","Hammersmith and Fulham",23.9922880646398
"707","Lambeth","Haringey",12.7708034186662
"708","Lambeth","Harrow",25.7407893724246
"709","Lambeth","Havering",23.6431655413685
"710","Lambeth","Hillingdon",40.2740565291483
"711","Lambeth","Hounslow",20.3342958485713
"712","Lambeth","Islington",10.5239457073035
"713","Lambeth","Kensington and Chelsea",21.6740505354911
"714","Lambeth","Kingston upon Thames",14.2197883160997
"715","Lambeth","Lambeth",0
"716","Lambeth","Lewisham",13.8309925085364
"717","Lambeth","Merton",19.7238839515391
"718","Lambeth","Newham",6.70422938530501
"719","Lambeth","Redbridge",27.3397071822803
"720","Lambeth","Richmond upon Thames",33.4473832054527
"721","Lambeth","Southwark",6.35309640928807
"722","Lambeth","Sutton",17.6434797599877
"723","Lambeth","Tower Hamlets",8.13546881544158
"724","Lambeth","Waltham Forest",22.5748944987913
"725","Lambeth","Wandsworth",29.8078541661742
"726","Lambeth","Westminster",9.9940771034695
"727","Lewisham","Barking and Dagenham",20.1343196454422
"728","Lewisham","Barne",19.130887746611
"729","Lewisham","Bexley",18.13161198498
"730","Lewisham","Brent",15.6019209871646
"731","Lewisham","Bromley",14.9159321159665
"732","Lewisham","Camden",10.6487253485884
"733","Lewisham","City of London",6.97496300949942
"734","Lewisham","Croydon",7.24886586336604
"735","Lewisham","Ealing",11.1703404466445
"736","Lewisham","Enfield",16.6287755329241
"737","Lewisham","Greenwich",22.0381365840473
"738","Lewisham","Hackney",12.2955620596344
"739","Lewisham","Hammersmith and Fulham",11.5966503776318
"740","Lewisham","Haringey",8.46455209147167
"741","Lewisham","Harrow",15.2079972969343
"742","Lewisham","Havering",22.2609717715457
"743","Lewisham","Hillingdon",26.4709224824447
"744","Lewisham","Hounslow",24.7309260555399
"745","Lewisham","Islington",17.2995406148123
"746","Lewisham","Kensington and Chelsea",10.5442970442071
"747","Lewisham","Kingston upon Thames",7.35699663293484
"748","Lewisham","Lambeth",13.8309925085364
"749","Lewisham","Lewisham",0
"750","Lewisham","Merton",6.8409685001268
"751","Lewisham","Newham",7.34502232961594
"752","Lewisham","Redbridge",13.534830918124
"753","Lewisham","Richmond upon Thames",19.916079641887
"754","Lewisham","Southwark",13.5447406289542
"755","Lewisham","Sutton",3.82167461061146
"756","Lewisham","Tower Hamlets",11.0061884248148
"757","Lewisham","Waltham Forest",9.01026982415394
"758","Lewisham","Wandsworth",17.2331049083465
"759","Lewisham","Westminster",4.72227088506654
"760","Merton","Barking and Dagenham",15.0604699654264
"761","Merton","Barne",22.8354483254032
"762","Merton","Bexley",11.389721083941
"763","Merton","Brent",21.1133472624687
"764","Merton","Bromley",9.84873973185672
"765","Merton","Camden",14.483698654856
"766","Merton","City of London",8.90173095293341
"767","Merton","Croydon",12.1384138797572
"768","Merton","Ealing",11.3397318456884
"769","Merton","Enfield",23.1050533879902
"770","Merton","Greenwich",23.0237937131425
"771","Merton","Hackney",6.01897104149515
"772","Merton","Hammersmith and Fulham",11.9471701290396
"773","Merton","Haringey",14.8668543058207
"774","Merton","Harrow",16.9254444558606
"775","Merton","Havering",27.7937504687425
"776","Merton","Hillingdon",21.033957535153
"777","Merton","Hounslow",31.3025284964559
"778","Merton","Islington",24.1404067623878
"779","Merton","Kensington and Chelsea",12.7776307817316
"780","Merton","Kingston upon Thames",13.3155318267908
"781","Merton","Lambeth",19.7238839515391
"782","Merton","Lewisham",6.8409685001268
"783","Merton","Merton",0
"784","Merton","Newham",13.023068572932
"785","Merton","Redbridge",9.62280159115187
"786","Merton","Richmond upon Thames",16.6757900289998
"787","Merton","Southwark",20.3125377032306
"788","Merton","Sutton",4.72173256350244
"789","Merton","Tower Hamlets",14.5488459854786
"790","Merton","Waltham Forest",7.57049871158208
"791","Merton","Wandsworth",16.2215700088362
"792","Merton","Westminster",11.5385616871105
"793","Newham","Barking and Dagenham",27.368241797705
"794","Newham","Barne",22.9398285613935
"795","Newham","Bexley",24.2815834941481
"796","Newham","Brent",17.2414993548039
"797","Newham","Bromley",17.8219142488129
"798","Newham","Camden",15.4277340759837
"799","Newham","City of London",13.7139855132263
"800","Newham","Croydon",11.792664629706
"801","Newham","Ealing",9.77979939231018
"802","Newham","Enfield",15.5903093603943
"803","Newham","Greenwich",27.8781764268831
"804","Newham","Hackney",18.9807673886296
"805","Newham","Hammersmith and Fulham",18.361884676113
"806","Newham","Haringey",9.60150510914715
"807","Newham","Harrow",21.0157539763955
"808","Newham","Havering",23.1565776862249
"809","Newham","Hillingdon",33.6411879058071
"810","Newham","Hounslow",22.6228178330139
"811","Newham","Islington",13.4279205064522
"812","Newham","Kensington and Chelsea",16.5528092974202
"813","Newham","Kingston upon Thames",10.1569350955986
"814","Newham","Lambeth",6.70422938530501
"815","Newham","Lewisham",7.34502232961594
"816","Newham","Merton",13.023068572932
"817","Newham","Newham",0
"818","Newham","Redbridge",20.8641784495956
"819","Newham","Richmond upon Thames",27.2328302166918
"820","Newham","Southwark",8.79763025256093
"821","Newham","Sutton",11.1564745641029
"822","Newham","Tower Hamlets",5.49718806154955
"823","Newham","Waltham Forest",16.3131822537223
"824","Newham","Wandsworth",24.1563889443984
"825","Newham","Westminster",4.73736513367464
"826","Redbridge","Barking and Dagenham",6.90049041749421
"827","Redbridge","Barne",19.8195568135995
"828","Redbridge","Bexley",10.3393389629872
"829","Redbridge","Brent",21.4716295841001
"830","Redbridge","Bromley",17.2593366696986
"831","Redbridge","Camden",13.6980368776956
"832","Redbridge","City of London",9.12665321909184
"833","Redbridge","Croydon",13.8224074594382
"834","Redbridge","Ealing",20.9624129777817
"835","Redbridge","Enfield",25.579658383025
"836","Redbridge","Greenwich",16.2911175400431
"837","Redbridge","Hackney",5.96804569144728
"838","Redbridge","Hammersmith and Fulham",7.5446794329432
"839","Redbridge","Haringey",18.2781925001982
"840","Redbridge","Harrow",12.2879172574893
"841","Redbridge","Havering",27.4213090717896
"842","Redbridge","Hillingdon",13.3100827281895
"843","Redbridge","Hounslow",33.5620460090866
"844","Redbridge","Islington",28.7727119940929
"845","Redbridge","Kensington and Chelsea",10.5303115025462
"846","Redbridge","Kingston upon Thames",16.2007589169935
"847","Redbridge","Lambeth",27.3397071822803
"848","Redbridge","Lewisham",13.534830918124
"849","Redbridge","Merton",9.62280159115187
"850","Redbridge","Newham",20.8641784495956
"851","Redbridge","Redbridge",0
"852","Redbridge","Richmond upon Thames",7.05713875427145
"853","Redbridge","Southwark",26.0423299196212
"854","Redbridge","Sutton",9.71337404095223
"855","Redbridge","Tower Hamlets",23.6574182765607
"856","Redbridge","Waltham Forest",5.16179189935035
"857","Redbridge","Wandsworth",8.23936076791194
"858","Redbridge","Westminster",17.6311101479787
"859","Richmond upon Thames","Barking and Dagenham",6.10780501705273
"860","Richmond upon Thames","Barne",20.0907982857231
"861","Richmond upon Thames","Bexley",14.6284974784047
"862","Richmond upon Thames","Brent",24.0134736680712
"863","Richmond upon Thames","Bromley",23.8296803756966
"864","Richmond upon Thames","Camden",16.7525725511927
"865","Richmond upon Thames","City of London",14.1086819002923
"866","Richmond upon Thames","Croydon",18.2529214320779
"867","Richmond upon Thames","Ealing",28.0150112312737
"868","Richmond upon Thames","Enfield",29.0780822548883
"869","Richmond upon Thames","Greenwich",13.4329882714103
"870","Richmond upon Thames","Hackney",12.4535402203603
"871","Richmond upon Thames","Hammersmith and Fulham",10.3390166789768
"872","Richmond upon Thames","Haringey",22.9156269523978
"873","Richmond upon Thames","Harrow",12.7154430437364
"874","Richmond upon Thames","Havering",28.9343898011631
"875","Richmond upon Thames","Hillingdon",10.330617503966
"876","Richmond upon Thames","Hounslow",36.49065253043
"877","Richmond upon Thames","Islington",33.3250553108241
"878","Richmond upon Thames","Kensington and Chelsea",13.5491713615828
"879","Richmond upon Thames","Kingston upon Thames",20.8331427175911
"880","Richmond upon Thames","Lambeth",33.4473832054527
"881","Richmond upon Thames","Lewisham",19.916079641887
"882","Richmond upon Thames","Merton",16.6757900289998
"883","Richmond upon Thames","Newham",27.2328302166918
"884","Richmond upon Thames","Redbridge",7.05713875427145
"885","Richmond upon Thames","Richmond upon Thames",0
"886","Richmond upon Thames","Southwark",31.286268098329
"887","Richmond upon Thames","Sutton",16.1818488917367
"888","Richmond upon Thames","Tower Hamlets",30.4709103338367
"889","Richmond upon Thames","Waltham Forest",10.920057212792
"890","Richmond upon Thames","Wandsworth",6.20339220333452
"891","Richmond upon Thames","Westminster",23.4927830204563
"892","Southwark","Barking and Dagenham",32.9227398751449
"893","Southwark","Barne",20.5410236790253
"894","Southwark","Bexley",31.6685674743169
"895","Southwark","Brent",13.2483508596146
"896","Southwark","Bromley",26.5124467619949
"897","Southwark","Camden",15.7699895298322
"898","Southwark","City of London",17.2317270099587
"899","Southwark","Croydon",13.1600131303792
"900","Southwark","Ealing",18.4426188808384
"901","Southwark","Enfield",8.96289539113149
"902","Southwark","Greenwich",27.9351810023273
"903","Southwark","Hackney",25.8088246942696
"904","Southwark","Hammersmith and Fulham",21.1529266187838
"905","Southwark","Haringey",8.61882540511325
"906","Southwark","Harrow",21.7232632562894
"907","Southwark","Havering",17.3548137933363
"908","Southwark","Hillingdon",39.3383695636653
"909","Southwark","Hounslow",14.3617866043664
"910","Southwark","Islington",4.70951488744234
"911","Southwark","Kensington and Chelsea",18.3114678442022
"912","Southwark","Kingston upon Thames",10.5814116623696
"913","Southwark","Lambeth",6.35309640928807
"914","Southwark","Lewisham",13.5447406289542
"915","Southwark","Merton",20.3125377032306
"916","Southwark","Newham",8.79763025256093
"917","Southwark","Redbridge",26.0423299196212
"918","Southwark","Richmond upon Thames",31.286268098329
"919","Southwark","Southwark",0
"920","Southwark","Sutton",16.9270298848922
"921","Southwark","Tower Hamlets",12.9790653581805
"922","Southwark","Waltham Forest",20.9291910165367
"923","Southwark","Wandsworth",26.7556245646334
"924","Southwark","Westminster",8.83032721305312
"925","Sutton","Barking and Dagenham",16.3427777698571
"926","Sutton","Barne",18.3767973235578
"927","Sutton","Bexley",15.1092531421952
"928","Sutton","Brent",16.3956729498009
"929","Sutton","Bromley",14.3409190816153
"930","Sutton","Camden",9.89545545848232
"931","Sutton","City of London",4.64880495504911
"932","Sutton","Croydon",7.41783009077059
"933","Sutton","Ealing",13.2590430811467
"934","Sutton","Enfield",18.6307700425441
"935","Sutton","Greenwich",19.6847141467917
"936","Sutton","Hackney",9.00327083306004
"937","Sutton","Hammersmith and Fulham",8.71271089599738
"938","Sutton","Haringey",10.4488920773614
"939","Sutton","Harrow",13.1264124755197
"940","Sutton","Havering",23.0726470426484
"941","Sutton","Hillingdon",22.7038846020003
"942","Sutton","Hounslow",26.8576846443501
"943","Sutton","Islington",20.3029616526308
"944","Sutton","Kensington and Chelsea",8.63358721317868
"945","Sutton","Kingston upon Thames",8.7370105362644
"946","Sutton","Lambeth",17.6434797599877
"947","Sutton","Lewisham",3.82167461061146
"948","Sutton","Merton",4.72173256350244
"949","Sutton","Newham",11.1564745641029
"950","Sutton","Redbridge",9.71337404095223
"951","Sutton","Richmond upon Thames",16.1818488917367
"952","Sutton","Southwark",16.9270298848922
"953","Sutton","Sutton",0
"954","Sutton","Tower Hamlets",14.4029683009416
"955","Sutton","Waltham Forest",5.36715226224589
"956","Sutton","Wandsworth",13.9905368576555
"957","Sutton","Westminster",8.17552504373342
"958","Tower Hamlets","Barking and Dagenham",29.592452260746
"959","Tower Hamlets","Barne",28.3363362774986
"960","Tower Hamlets","Bexley",24.8202378859027
"961","Tower Hamlets","Brent",22.7360075379259
"962","Tower Hamlets","Bromley",15.9911986505938
"963","Tower Hamlets","Camden",20.5493365267796
"964","Tower Hamlets","City of London",17.9483398511332
"965","Tower Hamlets","Croydon",16.878175316411
"966","Tower Hamlets","Ealing",6.34103947191993
"967","Tower Hamlets","Enfield",20.7864578726646
"968","Tower Hamlets","Greenwich",32.7431997895368
"969","Tower Hamlets","Hackney",20.4709646096251
"970","Tower Hamlets","Hammersmith and Fulham",22.5959842840015
"971","Tower Hamlets","Haringey",15.0872593897297
"972","Tower Hamlets","Harrow",25.8568061139865
"973","Tower Hamlets","Havering",28.5706400468532
"974","Tower Hamlets","Hillingdon",35.5651369905658
"975","Tower Hamlets","Hounslow",27.300307885982
"976","Tower Hamlets","Islington",17.6684000069259
"977","Tower Hamlets","Kensington and Chelsea",21.2555813292331
"978","Tower Hamlets","Kingston upon Thames",15.5082433303838
"979","Tower Hamlets","Lambeth",8.13546881544158
"980","Tower Hamlets","Lewisham",11.0061884248148
"981","Tower Hamlets","Merton",14.5488459854786
"982","Tower Hamlets","Newham",5.49718806154955
"983","Tower Hamlets","Redbridge",23.6574182765607
"984","Tower Hamlets","Richmond upon Thames",30.4709103338367
"985","Tower Hamlets","Southwark",12.9790653581805
"986","Tower Hamlets","Sutton",14.4029683009416
"987","Tower Hamlets","Tower Hamlets",0
"988","Tower Hamlets","Waltham Forest",19.7699091300954
"989","Tower Hamlets","Wandsworth",28.2293621414164
"990","Tower Hamlets","Westminster",10.0164217541427
"991","Waltham Forest","Barking and Dagenham",12.0602309390505
"992","Waltham Forest","Barne",16.4998278810728
"993","Waltham Forest","Bexley",13.7249268106759
"994","Waltham Forest","Brent",16.8610830483565
"995","Waltham Forest","Bromley",17.0773174251915
"996","Waltham Forest","Camden",9.17445785321427
"997","Waltham Forest","City of London",4.01308835919027
"998","Waltham Forest","Croydon",8.7353372223989
"999","Waltham Forest","Ealing",18.2148732240236
"1000","Waltham Forest","Enfield",20.5808978697922
"1001","Waltham Forest","Greenwich",15.4813501387159
"1002","Waltham Forest","Hackney",7.76844793150251
"1003","Waltham Forest","Hammersmith and Fulham",4.52359421010315
"1004","Waltham Forest","Haringey",13.1249020329268
"1005","Waltham Forest","Harrow",9.71759856476231
"1006","Waltham Forest","Havering",23.1346139157953
"1007","Waltham Forest","Hillingdon",18.4636218771109
"1008","Waltham Forest","Hounslow",28.6604345585588
"1009","Waltham Forest","Islington",23.6118510664301
"1010","Waltham Forest","Kensington and Chelsea",6.38532000372709
"1011","Waltham Forest","Kingston upon Thames",11.055666109737
"1012","Waltham Forest","Lambeth",22.5748944987913
"1013","Waltham Forest","Lewisham",9.01026982415394
"1014","Waltham Forest","Merton",7.57049871158208
"1015","Waltham Forest","Newham",16.3131822537223
"1016","Waltham Forest","Redbridge",5.16179189935035
"1017","Waltham Forest","Richmond upon Thames",10.920057212792
"1018","Waltham Forest","Southwark",20.9291910165367
"1019","Waltham Forest","Sutton",5.36715226224589
"1020","Waltham Forest","Tower Hamlets",19.7699091300954
"1021","Waltham Forest","Waltham Forest",0
"1022","Waltham Forest","Wandsworth",8.84124380288905
"1023","Waltham Forest","Westminster",12.691750838734
"1024","Wandsworth","Barking and Dagenham",11.541475192184
"1025","Wandsworth","Barne",13.8891407923122
"1026","Wandsworth","Bexley",18.3051603236201
"1027","Wandsworth","Brent",18.1210364344056
"1028","Wandsworth","Bromley",25.0992568456456
"1029","Wandsworth","Camden",11.3486569202789
"1030","Wandsworth","City of London",10.4424241974909
"1031","Wandsworth","Croydon",13.6170920514424
"1032","Wandsworth","Ealing",27.0536446634796
"1033","Wandsworth","Enfield",23.4667824754895
"1034","Wandsworth","Greenwich",8.17690190536328
"1035","Wandsworth","Hackney",14.1201796065246
"1036","Wandsworth","Hammersmith and Fulham",5.82365362402259
"1037","Wandsworth","Haringey",18.1586091150706
"1038","Wandsworth","Harrow",6.58310649049907
"1039","Wandsworth","Havering",22.7719729461538
"1040","Wandsworth","Hillingdon",16.5171989364594
"1041","Wandsworth","Hounslow",30.5825702846554
"1042","Wandsworth","Islington",28.2232411772355
"1043","Wandsworth","Kensington and Chelsea",8.45220792810214
"1044","Wandsworth","Kingston upon Thames",16.177585654971
"1045","Wandsworth","Lambeth",29.8078541661742
"1046","Wandsworth","Lewisham",17.2331049083465
"1047","Wandsworth","Merton",16.2215700088362
"1048","Wandsworth","Newham",24.1563889443984
"1049","Wandsworth","Redbridge",8.23936076791194
"1050","Wandsworth","Richmond upon Thames",6.20339220333452
"1051","Wandsworth","Southwark",26.7556245646334
"1052","Wandsworth","Sutton",13.9905368576555
"1053","Wandsworth","Tower Hamlets",28.2293621414164
"1054","Wandsworth","Waltham Forest",8.84124380288905
"1055","Wandsworth","Wandsworth",0
"1056","Wandsworth","Westminster",19.8677164039453
"1057","Westminster","Barking and Dagenham",24.4209977900021
"1058","Westminster","Barne",18.3228787222309
"1059","Westminster","Bexley",22.8538770850035
"1060","Westminster","Brent",13.1401927014914
"1061","Westminster","Bromley",18.7791001316656
"1062","Westminster","Camden",10.6913682290357
"1063","Westminster","City of London",9.52074207929855
"1064","Westminster","Croydon",7.06739760414193
"1065","Westminster","Ealing",12.7698064238255
"1066","Westminster","Enfield",12.7539986692646
"1067","Westminster","Greenwich",23.1775344164362
"1068","Westminster","Hackney",16.9817843804531
"1069","Westminster","Hammersmith and Fulham",14.0441525780313
"1070","Westminster","Haringey",5.35585234919183
"1071","Westminster","Harrow",16.3360512484335
"1072","Westminster","Havering",19.458680694269
"1073","Westminster","Hillingdon",30.8156671956597
"1074","Westminster","Hounslow",20.5831805834923
"1075","Westminster","Islington",12.6401232009775
"1076","Westminster","Kensington and Chelsea",11.9606063743912
"1077","Westminster","Kingston upon Thames",5.49228918443291
"1078","Westminster","Lambeth",9.9940771034695
"1079","Westminster","Lewisham",4.72227088506654
"1080","Westminster","Merton",11.5385616871105
"1081","Westminster","Newham",4.73736513367464
"1082","Westminster","Redbridge",17.6311101479787
"1083","Westminster","Richmond upon Thames",23.4927830204563
"1084","Westminster","Southwark",8.83032721305312
"1085","Westminster","Sutton",8.17552504373342
"1086","Westminster","Tower Hamlets",10.0164217541427
"1087","Westminster","Waltham Forest",12.691750838734
"1088","Westminster","Wandsworth",19.8677164039453
"1089","Westminster","Westminster",0
